"project","relative_path","file_type","size_bytes","sha256","status","proposed_action","risk"
"NextGenTutors-Companion","NextGenTutors-Companion/assets/js/ngc-matching.js","js","3523","E10A180C02564D0C8BBCFC87F8FAD7613B3F2EFB043DE4CDDD4C656C43B7F626","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/assets/js/ngc-platform-analytics.js","js","13031","1351A38C610D185AC83D5B76C6D4DDC1B4400FDDBFEFD75BD3D91907CA32F16A","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/assets/js/ngc-system-log.js","js","5738","6D5D415D6A0C157693B21EAFF896C6C856FA1A95ACD214D8242B8B645DF34403","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/assets/js/ngc-validation.js","js","8586","26511B16697807E3A947A63A527988E3D99DF145B1F5B51176794D0B95845978","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-Companion","NextGenTutors-Companion/assets/studio/studio-fallback.js","js","4406","A31BFF8FEF36343CFF85BFB806F9B9FC28F180C562BCD43B69C062F5AFE7B64F","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/assets/studio/studio-shell.css","css","153","392E1152A27F0DFE095A4099EA407546C6E4B935C0C00E54905D5B0F14E7A0EB","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/assets/studio/studio.bundle.css","css","22138","603520D0141DFAE6382DC2113CCB9DAC9A8A0F7156339E64E63153EA9A58E6F4","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-Companion","NextGenTutors-Companion/assets/studio/studio.bundle.js","js","401626","498DB2F81E2DE63DA303FF0903956C053516906DA86F48DAD3BA60DF2503F648","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/copy-to-assets.mjs","js","517","917031A6B6FA26113632ECA15A46197ACD8F04199AD1BFD000B7BCAEECF5BCE2","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/package-lock.json","json","69970","E59A67BD830100CC351EEAADE7D2A5486AA104AD1E3337965CEA68B66E94827F","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/package.json","json","493","5BFE7DCA6656F75E310B25B9977B07C476C501CE62199A3B78646B10F5595911","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/tsconfig.json","json","300","46DDD47E6969E341F1A96FD9255351FF775A5D067BE988501E8B1A1E1E0A99C9","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/vite.config.ts","ts","729","F5C5745379AE9EA250ED1CB8993974FBB0A36DFC7AA5E166D0B984AE160D0FAF","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/dist/studio.bundle.css","css","22138","603520D0141DFAE6382DC2113CCB9DAC9A8A0F7156339E64E63153EA9A58E6F4","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/dist/studio.bundle.js","js","401626","498DB2F81E2DE63DA303FF0903956C053516906DA86F48DAD3BA60DF2503F648","DUPLICATE","CONSOLIDATE","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/api.ts","ts","6223","B4F4122105ECEEE42C4A6CFF4F2A20969CAA68C4B222D0697D64B75CA9F1B994","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/App.tsx","ts","8953","6DE7F184E2DDADC7153D48388189842AB3529CB133A0BED589F5BD648EE145F7","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/main.tsx","ts","290","A2CD43AA2FED978E85BCC41DAD3AD128A2FEF4C885502A987DC88482CD9D4D5D","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/studio.css","css","7293","4FFE10C9784E6E1CE92B97FA51F17E01AEBAD828ED579F0433D72FDD7F9B011C","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/components/DashboardDesigner.tsx","ts","4782","612AEFEBF4B222427370909B85CC0D046913F151D049E4717C970D36F191ABA7","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/components/EmailDesigner.tsx","ts","3636","E26B7AFF8B7E1C40608CFE369FF8923651091B101947D2AB18AF83C922B6F836","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/components/FormDesigner.tsx","ts","4016","7DEE3586BAF11F9691A71476000D17C6B9302452C586C01CA1EF512D15A5B81B","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/components/NodePalette.tsx","ts","579","4D3A7D84AA0DAAB2D35614A057097C2A8B93EEC522064937C661BC3BFC689814","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/components/NotificationDesigner.tsx","ts","3763","42980F576DC38DA59C68C406BA6EC90A09CDDE59D6FB00F23E1C773A5909D338","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/components/StudioNode.tsx","ts","1679","BF1F858D65A070B134FF78120EEC370548452069D0ADD3C7C43DAFEF7D0D49BA","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/components/StudioToolbar.tsx","ts","700","9009A4DEA2590DCE0DBF98BBD2BFA46B679B590246C01883CE5502CE97F50A93","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/components/WorkflowMonitor.tsx","ts","5511","1DA4AF8FA06DD767A55C4DEEC012792B2CDEADC7AF0FDE4BD092C3ACC5ED3F7D","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/build-src/src/utils/pathHighlight.ts","ts","1562","19A31064AE6DF4D3DA00437A1E4AD8A7BA161725143533D9D3FFCDEDF1120746","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/demo/demo_acquisition.json","json","439","CD8A3621B5E5634D2774C148ABD7E739958EB59B78C8FDE40D280C5A05E2E792","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/demo/demo_admin.json","json","468","CB08ABC3FDB351D6AA83A7DCC3334016A4B4745697DE75D35CF435BAC6275225","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/demo/demo_analytics.json","json","454","417008C3F13C4116616E5561B755EFC6B7275D7314538F9FDACF38D06C6ABBE0","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/demo/demo_approved_tutor.json","json","283","3486B4794B125CAA00853BAC370F72D909C740A5D3811574D157F2B1120572D9","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/demo/demo_finance.json","json","242","17333FDB9B1DD2707E2847B5DA09E0656620063B0D7468080CD99881BEE69E67","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/demo/demo_parent.json","json","602","27A038DB18F4701158C46A950E658318B48A7D12054A3FAB02D847918C011D0E","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/demo/demo_student.json","json","286","A8D463BA8E2556504A0D0F75C6D373FC92AC64A501782CD32A8CA39B28B0FBAF","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/demo/demo_support.json","json","218","AE125B8C7AE36CAF6A7F1A85457A98F01FE8A3F7552A6E053D2D468B74985B81","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/demo/demo_tutor_applicant.json","json","285","98337BDC15BE5E4D4A53D3450F28B4E32AF6BA10CB17E90016F651DC24872D63","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/demo/demo_tutor_calendar.json","json","1207","0FD5073B52C7A2CBE6BDE57AD801EF2B9F906D6127838C6AAF366E6AB5B0C040","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/docs/studio/ADMIN-MANUAL.md","markdown","1057","0666E9A7F8CAB8AEB20A4B22D397C99E98C7681FAF0610B68D45A7A1634E18A2","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/docs/studio/ARCHITECTURE.md","markdown","2313","3A55F07A66BC01CFBDAFA1921B54143F7525695A25CCC116C00B0C1B9169FD73","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/docs/studio/DEVELOPER-MANUAL.md","markdown","4460","A97D29857E090DAE806C28CCA761C300558EA3F0B658E600D6376A91EBB551DE","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/docs/studio/USER-MANUAL.md","markdown","879","C8B881EDFF824A3CD03B511486CE71BEA61D89002706302C692BC8E4C5263E8E","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/docs/studio/diagrams/platform-overview.svg","svg","2782","F976C452D4C79887DBA953338204DA9FAE1E8111F5635AEDDC9074C6FA3AAB61","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/docs/studio/diagrams/realtime-apply.svg","svg","1784","505498EA714B33478F4C43C8A3328BC08D2845FE4DDD051403DCDC34115436E2","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-audit.php","php","2963","448B2154AA2300CE8EBAE7BAAE8222DFB46546A5E583683A26F5A30CC0D8C790","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-bookings.php","php","15445","1A7476BC0EEA0C58C281220BA3E258D9714C1C7B0A0266AF2A2632A00245ACEF","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-child-learners.php","php","6589","EFD4BEA63D8657763B9F79828AAE37314E27BEA0D63D0639DCA5F1C070E6CF4A","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-core-loader.php","php","2882","6CCF550D02650637FE99604E47ECFDCA362E20C764C697348A1CBCB3BB99AB27","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-dashboard-analytics.php","php","10262","7496B8E5B4606007D247346A95D7F2C3DBFBA251FBD8F4825FE69B2E9DD26774","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-database.php","php","34634","9DB57267507F7054F9FD171B5D2366F0FFC0F6260B41BFAC0DE05CC089F2C9DB","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-forms.php","php","948","A0F6A1DCF5CA57296F322DBDBA692B575E23E283BCFCABA0465D5EF2FC4155EB","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-invoices.php","php","3219","A5B34B35C09BC8826BA270F52AEFCC1C0FB2BD7C472C649B08DC19F40C59A93C","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-loader.php","php","1773","24038DCB57E627FC8B7CFC06A0562825D16FC333B872232FE83998DEDDD0ADBE","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-marketplace.php","php","14649","369F4397F6034783D0DB29F210D1ABBB7F62D92AC05E0083B5A7EFB195953F02","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-matching.php","php","12086","931767D8E000278A0125F7DD2210AC8BFD78DB889F4B2EA8043D09B513454CB0","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-page-forms-registry.php","php","12732","76875A7D8412D86FEE181745EE1FF25F89A5EEEC72371F3200DE3568ADFCF9A1","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-payments.php","php","5022","3373CED98A4B7D5005F8B7CD29953EB717A498A622FE3F6F2EB2FCA504B31C8C","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-platform-analytics.php","php","10541","49EACC1E324A7BCEBE61BDFB3DB428EC04D2EF375A01AEB2280CA15329290150","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-platform-demo.php","php","3922","2F3CA1FEEB26211417E0EEAAF48C58BF8331E92F475F7902A60A94D443D58275","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-platform-repository.php","php","8794","ABC8C964B6F0FB29FF0818CDF458F4390D96C2767CB61C3F8AE42022B9526A8A","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-platform-tracking.php","php","23632","515ABBA23CF280F84013F8ED59D25C3470F171F8ACA0EFE1298903C302156F8B","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-plugin.php","php","2974","C0BCEE84A28F7A7A33C763D4A02C445AF24EF69A741D4A72436C6036DCB78528","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-post-types.php","php","3523","CDDAE7C20AC9858D5066F588D6F623CEF4597F0FCEDB2FEFB302D3B341451B52","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-rate-limiter.php","php","2745","EEC10D86C86C9C737E9DE913C64BE42C3A2DA61CFAA6B823AD84B5E6D5398D89","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-registration.php","php","6013","08CAEB2557D33D402570F6CAAA2F51CC8146A7C3E8283C3DF9AFD58A0044F55C","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-reviews.php","php","8523","E6BAD95E426208F1F81D18D616B0D76F6A5181424A253DD464634D58C2C3D33D","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-roles.php","php","4235","DABED1D427516AE57FB8D1D639994F69AB2E936EE39F970C6F9A6AD8A905E94A","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-section-cms.php","php","19222","9772F884E8C6281A8A0404D0789D8D717D893B8CB3EA624905F5D50321AA50CF","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-self-healing.php","php","2883","DBE4F0088050207BB7696B78344DA4C851CB5ED2554175589D443F410A7F6905","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-tutor-availability-repository.php","php","4897","6E841F82F2D06C8626B35392D7E1ADDBD771077DD098B60AEA9A0EBE48BD37B6","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-tutor-calendar-service.php","php","10980","42E6046C30A6A9E7E819F874151C3B16C8A6116B0D57B0D6C00F46F984B6ABBD","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-tutor-lifecycle.php","php","7513","116EC24C22F2FA5455C171DBFC933082CF5ABC90CE62CB6B29526624A23F8711","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-tutor-seeder.php","php","9377","E80630D2409DC9029BDC23159E752EBA5D4836E7A14D2BC2A10AB12C68388804","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-uuid.php","php","935","659720303C65F3B19B68BD5FE281A924E41197969AE3E14BEEDC9633098075E0","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-verification.php","php","28055","E86ABA0CD01B7061002EF53E77196DE9B0CA072C86F0ABDDB55F4F7067AFE303","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-wallet.php","php","3514","AF45AE42A14D21F825B8255FC37556D252E4F9DFCB9BD534BA01BC8A9BFD9B5E","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/class-ngc-workflows.php","php","5393","0C83592B1DEFB2B6546A9D253E477C1FA4E4A07180FA2892AA7D1233F48A2451","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/adapters/class-ngc-adapter-base.php","php","3205","24531D624BA2BD85C4716B0E716938FFC8FF68B801F4C7CB1C0608A89D394C12","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/adapters/class-ngc-amelia-adapter.php","php","16944","D93EA3FD48C3E22642706F58D4957163630528492176958F39D108F81EFE49D0","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/adapters/class-ngc-amelia-availability-adapter.php","php","5664","D12A374026FEA15ABD711400B18D1208CBB20CCD0E7C1C7FCD32DEE564B815CA","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/adapters/class-ngc-audit-adapter.php","php","1784","7F7B72D74F9B6D9FF36C3B719B3EA04E9E5110D3A725DB31C8F74963D57C85BA","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/adapters/class-ngc-email-adapter.php","php","3289","7BC69E0C2E88CD1C6F093E0AD37495BE127E4E3B277444E5C35E7C4251B6B04A","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/adapters/class-ngc-fluentcrm-adapter.php","php","7209","691D978F8704CB06649A03BFCE5BBDF5D57B7C938BD72DF74143EC0193E97806","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/adapters/class-ngc-internal-booking-adapter.php","php","2055","F01C29E9D39884D29CF937A318ECFB4279234B80277487F8E1047F8E86A6D558","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/adapters/class-ngc-masterstudy-adapter.php","php","5429","E9B668D2A37AB14961E4C78A9DEAECAD2CFB953409074F67A3FE093C642DA61C","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/adapters/class-ngc-verification-adapter.php","php","3258","FCAC6E36DAA674C1D0D0A9BFD85058678DCEA770442012EC29541A5E87A2AD1D","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/adapters/interface-ngc-integration-adapter.php","php","1785","CCB99275117136C88ED5E2CE731306B044F92E5630E1E4646A007A6ABF923383","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/admin/class-ngc-admin.php","php","22609","00F25291F2973463B1EE55DF260976F9E3C05EB105BDADDD424FAB23BFA662B0","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/admin/class-ngc-ai-admin.php","php","6139","ED8809744A01988E44AEFC108CAE2E250A560B1E565B22D918098B68E65F6404","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/admin/class-ngc-page-forms-registry-admin.php","php","6164","17A0D81C360A1F7BBF0515566915CD7E0F4442104A7885A3BBFC1A72D5C2B221","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/admin/class-ngc-platform-admin.php","php","20016","D122CFAE4A455358FEF350D37023FEF845A0C8B4CFEA6B93CDFA845E015E8653","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/admin/class-ngc-platform-services-admin.php","php","12184","88BC6CC7DBB1CC0BC7592CB22A152A11E3C528A87C8763EF3A418E820B7BCACC","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/admin/class-ngc-studio-admin.php","php","3115","6A9510BD1E9239F4CE27A2062736F91DC280940F6C9513A94690C45C07D4200A","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/admin/class-ngc-system-log-admin.php","php","9762","370E00A5B318CC03500DA9DAF45395BABF9D3491E50C4CDFA6F3648D98144FC8","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/admin/class-ngc-tutor-demo-admin.php","php","5977","E1F73B67B92DF9F294F02486740CE73CDEFD7D3B7E9DB10E156AC5CAACF528E8","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/admin/class-ngc-ui-library-admin.php","php","4691","42871BE72A7429173F4BBA454069942A38A3FF04481B73AFDF96C6168FCC028C","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/admin/class-ngc-workflow-admin.php","php","23029","ED58FAC7B612E7B3C504355DE36F5FEBD6DB60126066B08442562319689597B7","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/ai/class-bia-policy.php","php","6549","47419FA8E610B953516EEF2307852DF62704DE4C079E44525079D400A82DBAE9","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/ai/class-ngc-ai-agents.php","php","4497","3D95E7415C42C8354261D9B196F024604E248D4ACC679687FA3A7ED055BBD594","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/ai/class-ngc-ai-chat.php","php","4881","3CEAD35F994689F4B3D1715B8B17C25EF4A65C0B5B4B775C0AF7E7FC538BB0D4","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/ai/class-ngc-ai-models.php","php","7957","6B21C569724F74685EB6D23CAC8304D181FA1159426686674131511AD064BD94","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/ai/class-ngc-crypto.php","php","3168","5AE5E455C652032E170B3F7EA1061D2E65703A4B3B1D5EBC76341C9815066ACC","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/audit/class-ngc-audit-presenter.php","php","9349","1DC83E7E6D7C38C15D497FA1F1A32ED17422549D1A21D55904C3EBACD526FD57","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/audit/class-ngc-audit-service.php","php","5801","15C383FB352A0AACEACB1DF802F9D880E085DC15B9AC15D25CFBDF4AB73C9FF5","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/cli/class-ngc-cli.php","php","13738","835BAE17B5E57054CCE6BD740BD9C1F1D53B24F10726F071EA41B5BB51B7B979","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/diagnostics/class-ngc-ai-diagnostics.php","php","4342","5F359F3A5428EC344222D909A4EA825A868C8F2A11E354892E77C6D6CBD68694","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/diagnostics/class-ngc-ai-provider-registry.php","php","4209","23E53D5507AD9E6E548F78C8B0CC5A7E5369297614E764B88449C77B425B629E","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/diagnostics/class-ngc-exception-log.php","php","10498","D4B88FE53E1A787F89B66B054627607CC779CDF33B1A1294DE1F42DF595EB858","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/diagnostics/class-ngc-health-scanner.php","php","7427","BC6A23C44BB9B32D350E4D468FBFE3B0EA40469E67FEBCF89F893FBCDAE75C15","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/diagnostics/class-ngc-repair-engine.php","php","5316","C53635D8A53745A4D8B03A4A67D4D61F145F4644AFBE24771BFE21C84ABA5201","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/diagnostics/class-ngc-system-log-service.php","php","7422","F18FB890962A9142836C2551ABBBFA8284AC7EFBFCF1718D0F6413BE6891365D","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/diagnostics/class-ngc-system-log.php","php","6701","C672AE2160416D59983043170F91E321302AECCBE83FB2BC5B182DE9D3F4B6B9","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/export/class-ngc-export-engine.php","php","7895","48F4AAF0E3011E51FC00FEE465DB1719056FFD3977A6D736784166961FB807E8","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/export/class-ngc-export-formats.php","php","5518","9E6A164C0601EB427E8D258EF711F3C68A19B1D69F50E2417E72604A8D444D22","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/export/class-ngc-export-scheduler.php","php","4023","D63A8DF3E19D9920EF39167859DC5E0B0A024246B446A0F7C86165E16641F3DC","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/gamification/class-ngc-achievement-engine.php","php","5347","3D8C211CE6DCCA356F7931BD5F25D62A6D546BA920D0F4452301CDEB924D1EA4","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/gamification/class-ngc-gamification.php","php","7694","6E2E285B36C5890080B9F9A360B496DDEF6C49B7896CAA4FD22B89AC94AC70E5","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/gamification/class-ngc-gamipress-adapter.php","php","4557","6151AD654BAA441837BA2E60A13CAE7CF2E7CE8F7AF4C2178193C2B899F6EBC1","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/gamification/class-ngc-leaderboard-engine.php","php","5548","D8DFF671A2FCCF3D96EDE6EB22B00F4C968AEA57385D540833492C24151860DF","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/gamification/class-ngc-scoring-engine.php","php","5916","896DCC35947AAD904B135E590404DCC75821BB029B2D31E876AF9D693A554105","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/integrations/class-ngc-amelia-bootstrap.php","php","12446","8313817081AA8DC466CADFA9A14A6B1628EF9881F9E5AA1FAB9466AFEBFF0A20","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/integrations/class-ngc-amelia.php","php","2405","97586A27D06BB2605D73227D50D8D699228B9B11BEEB9ADF7BCEBBF8FCE6D6A0","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/integrations/class-ngc-automatorwp-importer.php","php","7591","A78B91EA023F1ABAEE856770E80BF827A3E4E4331F07355B234C54CF55E943CC","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/integrations/class-ngc-automatorwp-integration.php","php","4545","9A25D7163C1AA581E23C45053A40B305030C34C6D945D6A2437D8D998823E06A","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/integrations/class-ngc-content-pack-bridge.php","php","7753","BF60CD9967BF21B9A264F7D34C25B39968710CD4C264423921008F46960E8238","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/integrations/class-ngc-fluentcrm.php","php","1178","502D659070C03F047CECA9B2FEDDFAFF2F580A2A6720D519C5043D136A04E6A0","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/integrations/class-ngc-integrate-runtime.php","php","3577","DB7F95066ED2E27F9C13A1F94BB51E1731F4F29FC2A8B57834DEB6D314AE5366","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/integrations/class-ngc-integrations-bootstrap.php","php","7865","B6EA5305D74936E04518925C9F7677312CE9455585E375E151854A5C8CB025E3","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/integrations/class-ngc-lms.php","php","1545","BE974C25CE9E2C34C20EBCE668ACF5C82E8B256EF71DE22AB90020C91277EFCE","VERIFIED","Retain","low"
"NextGenTutors-Companion","NextGenTutors-Companion/includes/integrations/class-ngc-parent-checkout.php","php","6409","BAAB993041F7398D167D4B5A751E1C1A5E2089B5746C3C5FA1C2B68430079EA0","VERIFIED","Retain","low"
