"project","relative_path","file_type","size_bytes","sha256","status","proposed_action","risk"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/guarahooks.mdx","other","294","791AB46E4CA09E722084A515E0EDDFC0CFF3DE762DD5542CB3F579ABAB7EE8D5","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/infisical.mdx","other","222","9F8F95FE9360C3BC7B587C074EE3F8B65A56A8200EDD947AF8221834C2CDFDFA","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/langfuse.mdx","other","208","9FC5C8CA57886D8F2035B2A9C7575D237D9994BB293626223A94851FC4815103","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/llmreport.mdx","other","231","0FA40250A607BC2AA60AE4D0F823EDA366BCF7B1335668B29EB029276AAA264F","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/lyra.mdx","other","222","4250E4CAFEC124E67C9C79E21709B234E0F57EC3F250C90D56808AD916B02716","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/million.mdx","other","189","F7C7004DC2DC04D45CD1C1B0C53AD91712EB497881FF7253234FDD93E28C4336","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/nativeexpress.mdx","other","232","C68D884404E96635E448BA733AB1545D1C5338A2F68D3A3DE6F23A7A7BC520D1","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/pulpsense.mdx","other","240","5A16A839ECE02391DBFC4ADEF3B7D60A48DEED579BF1F8A76DE0CABAF9061277","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/querylab.mdx","other","203","DE05A963E68DF361FCABDDC415250737D0065400604931E3C0F15B374CE9C627","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/roammoon.mdx","other","206","9B55F0BF89733725CBB036362A23531B80976366B18BDB78F341DBB9BF34FB6F","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/robot-toast.mdx","other","288","753E246D15EF80E860AE538149A45691C94E1D47C6EA498D2FA9141D46C416F6","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/sherpa.mdx","other","209","DBAD48C15877BFE6D01F7EADBD521C3110107997BFE6E6CE09FF9D743632DDD1","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/undrstnd.mdx","other","202","6B38D71857B47ECBC1F7C4D5B5E173508E006F1E88EB3CE2D835CC582B0F68F2","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/writora.mdx","other","276","E90F98F2ADA7FA015ACD4C90B8EC406501E7D7A26D4E570428FA712A62F52467","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/zen-browser.mdx","other","303","E605F7D14F1B9C8AD4840C9E1E80DC6010537B1532F5B003438523FB06996A12","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/content/showcase/zzzzshawn.mdx","other","192","6B7B2E8954AED4FB543DC5B06348608D6CB64DAC393AB709074A452514FD1B3D","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/hooks/use-config.ts","ts","358","7D442374153DFC5B14461E32A08D06BA9E0A07DDEE61ED35DBC8B91F32B587E6","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/hooks/use-copy-to-clipboard.ts","ts","694","ACF5392CCFB493221105FD19DCA63F123594E946F208B7D7A16BF89EBC02C20E","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/hooks/use-is-mac.ts","ts","228","AEC1F98F618ED53D1EB3E3098A2807F0C75450ED8C643EEFD2C341985081793F","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/hooks/use-meta-color.ts","ts","608","0C42BE103080CA197B2DA14FAAF37F69E805AE2D028A025453160A26B7C2C3D2","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/hooks/use-mobile.ts","ts","565","AD0936F84F1DF79D3697BFBFF9C18F8AD58431C1CBAF2359C6A853B0FCC9F28B","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/hooks/use-mounted.ts","ts","194","455AE135AB7D0B86B0E6F2A95B2D1798197732E1330AB51597FF92A11011509E","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/hooks/use-mutation-observer.ts","ts","505","2956BCEF14DF3B5B78278C026EEF1E53E95DC2725E3F902ACFBEA71F19552515","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/docs.ts","ts","1782","C9B0122FAF79D750FD00A83220B62B744729AFA72E23D31B7A031E83EC950149","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/events.ts","ts","1012","2ADE06A68459B1D8289AB8BE9B6D3A3E62B0021ACD3616C48A1B2D163CF9F484","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/fonts.ts","ts","485","619FC500CCD8DFD6E1F9E3546FAF5CD6AD40004F4AFF7A23CB225BD302B840BA","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/github.ts","ts","1983","6978B0CDE8682C76F36025E0FCB9DAF2AF3204F07981F6856B2BED323A8A3037","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/highlight-code.ts","ts","2730","EE459D3B64794AA528625B7BEF99F48DE7A6C5F8830D03BD5BE0A3118CB28824","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/posthog.ts","ts","1011","AF4510A16D45C2DAD207F1E7E98E8F6337A735B84FD99B1B1F7A04F318C7CCF9","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/registry.ts","ts","4974","1F9559213901A379030E8494C9303AABF5F9F89FC3824560CCAE5B2B9392C37B","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/rehype-component.ts","ts","4449","7A9F917E262CDD7B72B4CA8CAC7C733CEF9106BFE88CFA1DD0FB2CCC6D48FF7F","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/rehype-npm-command.ts","ts","3164","1CDDC5C89E0100A2009550647255E567311F9F00FC49C0B0331D3538364C450C","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/source.ts","ts","385","E3B64BC74235EB9C12AF14CD6E7643D57C33B823C0E4C2C4369E783ADF5ACC59","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/types.ts","ts","409","FA6F366B49CB9F97A5EE82C377A62DE0F33FD72AB50E606526F8133FC66E17A6","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/lib/utils.ts","ts","3805","B835CF1D44F3EEF61523A090D0FEB69E724FCA933F89EB815853D2A856A2DA69","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/android-chrome-192x192.png","image","23901","9E279FD77584B78359675E8C76AF0674DB5F94A0CD399ACAB19D99F435A501C3","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/android-chrome-512x512.png","image","130788","87D17FF14F3D442AF52AC4C12DE5E041010E7E5B8A21C884BC502BD7F32F862D","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/llms-full.txt","other","639598","E31BA6BF67D66F4C4BCD9E59FDFD5ED71257B6C40B88838BD13C23511CC094E3","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/llms.txt","other","32079","365956DA94E96C05CACB98AABB6DDDE6E252A00B3E872DA311BF9F38C1D8E8E7","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/mcp.json","json","133","95D5E65604C4CD55B8FB53D7E989DCD1002A00660F7E643DFC6E3A885E6A84C1","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/pixel-image-demo.jpg","image","900059","48BC7701A1F057ADC7CAB5AAD19BEE180D960720EC903327625E5850D360C48B","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/placeholder-dark.svg","svg","3252","7D34C14E30327EE861438127703E07CF032BC23BD5B998B6EBEE5715C3312A78","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/placeholder.svg","svg","3252","39A1B2B070ADE24B80E3A34B0C8261C006E3865728DFE9D5831C30266973720E","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/registry.json","json","107545","A44BBF92B5B9FF46AEFF72238B5F6BC6321DD18CECD4721D3B0569404FB6794F","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/site.webmanifest","other","376","E1BF32104155B9A6EDBB904FB80C85E55472B933143586921210A4676B261E3C","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/android-demo-2.json","json","828","F793ED8898CCA5587C048F1B2A84B6FBFE24C4B8CC3527587550C58FBFE82303","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/android-demo-3.json","json","745","570E78A868DB9C534ED056C2F2F6B8709B61F9C36C689711FCEC7F369CA3788E","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/android-demo.json","json","615","D550693E2640A096E4E52D3560333A0677F73D2B5539FD033B04F07E3DAF55CC","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/android.json","json","3345","9F506F0863424F6B33640331801B06AD2B1E739A50FBFE9CEC0564AA6EB4707E","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-beam-bidirectional.json","json","4247","05F56E342D760340EAF7F455E3C5DC488426A8CD2AC3C70E1354F28996F927CF","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-beam-demo.json","json","28604","6BFDCD7A222B4B6B269AC4C2494D87FCA0E9A80600B8B0C846C870156B8306C3","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-beam-multiple-inputs.json","json","28755","731CDB175AA3665E7A64E427448834FD7CFE8E784D73DC9AA688C4A8A695608D","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-beam-multiple-outputs.json","json","28906","26FF98C7C2EFDEA70F46AE2AA14B782139E43702BB126E2BDF85D125C9BD5B3D","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-beam-unidirectional.json","json","3981","AFE1046D6E6BAEE86BA0065BB3FCC8FF977091324AF7C9DE5EACFCDD03E7BD8B","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-beam.json","json","5705","4B68E61EB2CFA71BBF4BFF6EA50665BE6E04DD9168F40B86DE13A406EB49FCEF","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-circular-progress-bar-demo.json","json","1267","1AEF9FDC3950E474CB9B149ACF548A8146B9B7275B5585AD20FFAC22DC54B1D7","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-circular-progress-bar.json","json","4188","604443EF02973DFC2AB2838A065FFA532E5B26B9827A816B1370BDFE2203C33D","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-gradient-text-demo-2.json","json","866","5A26F5F6AD552648C876626A80FEFE86CD11E64F067A5DFB19798601FB40DBE7","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-gradient-text-demo.json","json","1947","4EE8E6FB0F6310C8896AB29DCB929393864E9FD7777FB47B88485ED2DB1EE082","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-gradient-text.json","json","1549","7AD5FFEBC064485FDFEC12B2FC365CFC30FCE09518E52301090475C899C4B0E1","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-grid-pattern-demo.json","json","1123","6E0D23605E91E37D5EBFCC5CA1C0C7E6A1C96D6DD57EF4C1588493928CDCEF1C","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-grid-pattern.json","json","5066","C5D5798B1FEE16A64CEB3C9756A47BB5DDB9948E3D89FD4868B11B02D1FEA410","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-list-demo.json","json","3422","BD5F699BAE21BA1F9038A93C31CFD0A20957BC30F978CDA8F619FA9312D479A1","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-list.json","json","2586","A95AE266E0EDA12B8230724C690818A434D22BAD0A2093A8197417CC997D298B","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-shiny-text-demo.json","json","1531","8F05A5B832B091DD6F9AF5A4C2211A9B5BF104522C2F6919325FCA517E833464","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-shiny-text.json","json","1799","F8F3BF18FC6A4E18DD28C301E9706A2791407F4AE7E236EA53AA9852AA635E91","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-theme-toggler-demo.json","json","725","BB2541F7E7EB805077B00665E565F61B7A010FE90F2DDBCFF17DAD208912F35C","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-theme-toggler-diamond-demo.json","json","775","13E9C86F268A2600962AC1CC4D7175295C0F6785AA8D16D098F464D2562A177B","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-theme-toggler-hexagon-demo.json","json","768","D6C712C761F952AC48AF7847186F7CB80E6E97D37A243D3F2B5231C5DA3A7BC9","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-theme-toggler-next-themes-demo.json","json","1067","5E5A1EE4826DD40E522785C86461689EACF694969D79993B8A59E41DF07DF892","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-theme-toggler-rectangle-demo.json","json","780","2C494B321B52F1F8A8CE1EDC9A02894857CB494FA2750EAB478A9CB2BC5FAD51","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-theme-toggler-square-demo.json","json","762","914194BF715933B333D9E1F9D3836A085545B633D8866506A784670548F968A4","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-theme-toggler-star-demo.json","json","757","55EDA0785253F6B2955EED2F75FE10E889BBB5088C6606429B49A306C84CC8A3","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-theme-toggler-triangle-demo.json","json","774","5C345D3DFCDED8B16C23EFD256F8EC2A6B17FB0C7BC4234E3948CB0EB0B15CFF","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/animated-theme-toggler.json","json","9410","53AF45333E08012A28D1FBAB6815AD6FAE236D32A76809DF4B952DD6D0A7E05A","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/aurora-text-demo.json","json","695","1FE079963B726D9BA82349D4882B902C5C26E111D97B90D01360B9376C555684","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/aurora-text.json","json","2126","22A3F272CB03DFA7803EDC726CDD6A90AD51AA848E0D79B806BC6D5A341DAE0B","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/avatar-circles-demo.json","json","1443","346E6EC588D4045A6D5E728BC0D621371A93C762077963F9DDC3CAB6B066AD71","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/avatar-circles.json","json","1611","806888AF495955061C6389046A4AEDB2D14405116B2441FF2C03A4E4FB50C304","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/backlight-image-demo.json","json","933","EB2081B1CB3261C36F4FF21793CAA72A21AD8BAFB48FE85CE3D66C35B32D8F68","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/backlight-svg-demo.json","json","7620","FB300839E3652EAA9F6A73DF0FBFB0C2C3D88259D310D6B5E49B70D78CDDC940","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/backlight-video-demo.json","json","999","22F806C0624460A62843AE30B0DA89E825BC8BD42B20A4B6EA6605F95E37724F","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/backlight.json","json","1291","E2E48A5EE95AA73A8216E23D9A7FBA9AA2DF7EB07029512832450DF834F98AA0","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/bento-demo-vertical.json","json","2734","13543D53508601FABEE469C822CC64E5CB91E9A4D3554B27EBDFA8D67FAFAEFF","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/bento-demo.json","json","5202","6C2C07471B9C2D71E62322C75705BC94F7A395FF453FE80C756277CE9B5C9CE7","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/bento-grid.json","json","3849","F43018C50FBC37F00856E3D2B5934AF9BB56276D841151987A376B8CAAF8C9EA","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/blur-fade-demo.json","json","1235","F4B1D91F593D5969B80B9AF4D19DCDCA26601EC62EDBAA1C534355DFF8CBFA38","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/blur-fade-text-demo.json","json","998","DFFF988EBFDDD3498EE3405F3D763C0385C1DC66599B09FDB9051D1F710B666C","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/blur-fade.json","json","2765","5161E38F05B5898EE42892DAA9C133688F528B20817BB4C62AE79F68967A88BA","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/border-beam-demo-2.json","json","2420","011A56CAED3AAA4D65C60245FF09A432C1DED5809C281440605A66DECB41DE29","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/border-beam-demo-3.json","json","2148","A3D5D8FD964211B118BF5E895DF894FF204AE90B2D5DC231B506F5FF60181358","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/border-beam-demo-4.json","json","994","35B3EEA5D5F17E9D0A7CEDE814D16F04D64712909FD2DD2718943AE193D8E1D1","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/border-beam-demo.json","json","1979","B5A8B8D56736AD1CE51147A2F302F04C2963698CADA1AFEEF24D197BF318E4F1","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/border-beam.json","json","2987","C45B9A0DC7CCAE7B44B06E378FAF6B19FB6EBDF747C6D746D15AF01688E6D6F6","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/client-tweet-card.json","json","1158","F3403E12536BC9A58018210D3FADE6EE6048BFEC77A067699D0B06FFAF167D0F","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/code-comparison-demo.json","json","2448","D1850C97D26CE1429529E3A54755B4E8C3A3A08B624DC80A84814DA7B588B448","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/code-comparison.json","json","6909","9FCDA01FE0775681D5FDE5FBE1C1317D02704DDAB70DB975EEBB50D6E7246791","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/comic-text-demo.json","json","644","EFE0D00D56C361538C492943591E3731DDA7A5F23E66A81A0C6D5848AC80C5D0","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/comic-text.json","json","2032","05E19B2DAC4BA501ECEE79C3EE923460F5B1B98FA3488F21D5AA2E40E679F0A8","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/confetti-basic-cannon.json","json","671","BBC10BBCACEFB56FFE96973769F16149FAB445FDD5561B3AA0BAC43D7D11AA3D","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/confetti-custom-shapes.json","json","1830","3FCD2BFC3C8282BA03DE64FEED96A3585B78100D3B57F4DB7C755938FF3A81A5","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/confetti-demo.json","json","1272","58A4EFA7921D9D10187C4504C8ABA2CD49D45C2166ADC0235F8BCDDA431BB2D7","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/confetti-emoji.json","json","1439","9AD4ED0E68C734219688C66A2415F879D9BFB9E6BFA01B5745C5853BEBDBD825","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/confetti-fireworks.json","json","1564","2190BC5B42C57D457A347CD4614E19F2C64C8B9F92169D8FC6D6F879D712C372","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/confetti-random-direction.json","json","827","0F0E48A132F07F5A073C7E5CD53F51C8EB1F074E91ACC840D9255FB6A75111F4","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/confetti-side-cannons.json","json","1391","01FDE3EC51CC4B18FFE649A3A56848099B1382B14AECE1CAF1FCD7E079DDCB7C","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/confetti-stars.json","json","1336","8453ECC9508A099C4D7554801F5645BD1A5D9F69C19C4FAB04D7DDBE725473BB","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/confetti.json","json","3974","BBEB308993E34A6ED679ECB0D89CC2DFFAFC5BED28F94F0EE1769E45EE45EFDC","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/cool-mode-custom.json","json","845","71981E7B663E11CE9B5E69C7919EDDFDA2A93C1BBBC6E2A2230102E7FD3E0310","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/cool-mode-demo.json","json","732","E688BCF3F42D5109777E99D73BF5BCB59641D5D698D9DA8BBE049B28B72EC7EE","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/cool-mode.json","json","8395","00D1E7085CB9E2F51954AFE99B021C8C5B375E9858FA30AA6395089E89846675","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/dia-text-reveal-demo-2.json","json","883","F809CDA3744C71FA4938DF27A3800E278B33299A3B62772B9F0C75ED4DAE7EEC","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/dia-text-reveal-demo-3.json","json","966","716E2FCE6EED7B0307F579D74150E41EE9367CEFBB46BFD3CE1DADC7FE0D820E","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/dia-text-reveal-demo-4.json","json","929","26C7036E0CF62E815DB331B78D52EE218108C7F3794A47C094EA413681F99FF5","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/dia-text-reveal-demo.json","json","851","D578D60D72D7318C76183669815603CFA2C13620A83C71A24648681C222DFE51","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/dia-text-reveal.json","json","7692","6870C1F3731E9D72B801CABA5CF6F53F1FF31E19EB8DA968C20CE69DAC8B26E8","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/dock-demo-2.json","json","9341","C2D8E611882AB9EE0D8A4B3496DB6EF36A19E4642A325D90919798E406F4C2F3","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/dock-demo-3.json","json","9545","CD027648E099D0ACA1EF2A4C0AC936A2AC9F2C70A114AB5CF08D58A84BC60F56","NOT VERIFIED","Convert-candidate","low"
"magicui-main","reference-style-extraction/inventory/magicui-main/apps/www/public/r/dock-demo.json","json","7869","8DB1A37704B441840C91BFEC70B8E352EE4D2A9C8883190C2A09C2211043608F","NOT VERIFIED","Convert-candidate","low"
