"relative_path","name","extension","bytes","sha256","under_extracted"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-admin.php","class-ngt-admin.php",".php","4678","B446EB952432F81B2A665E230F98A74D610422985B86DC0B273B92A7D1526A72","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-api.php","class-ngt-api.php",".php","12295","2F819FA69ED2D921A6F757FCF98349BF3FFBE29ADFCAE51E2AFB60424BB3AC27","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-database.php","class-ngt-database.php",".php","13653","7DEF80BBC15026FBE4AB5C53041CC83B60F6D3D593FD4BFD4E5EB7B3E746C646","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-detector.php","class-ngt-detector.php",".php","3348","A6F50B39D548CA01B63CE5DCE1659B33FD1E19335449EEDE1E9033B414F07818","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-downloader.php","class-ngt-downloader.php",".php","2147","339BF3434191051B6737D46A68C1829EA8171127F37777599B4F04423A141283","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-exporter.php","class-ngt-exporter.php",".php","5395","143E22965CA7DB4D9D27F9EBBD3F09FEC4F4AEBF499BE7D452C2B94786AA81FB","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-importer.php","class-ngt-importer.php",".php","2821","CF2ADB8E29C294BBE27122CF519A51C04187BC4526F2FF43A4E8D2546840B575","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-logger.php","class-ngt-logger.php",".php","7629","D9D67DD926B49A58C68B3FC85A30C8FF6B4FD3E896D2495620D8342F09E2B598","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-notifier.php","class-ngt-notifier.php",".php","2270","56C786F8AC9B0384EABDEA37954942DE93F2D853FC91FF6AF91B53643F61CA02","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-plugin.php","class-ngt-plugin.php",".php","9985","8FF35D20AA847DFFD2A90B86BB69C74AD246E7388482D5C3E445DEEC6B3C8758","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-queue.php","class-ngt-queue.php",".php","4179","E2030F250E6D233DF222CD87C43DB9F10A69A7C8DBE230EED0EBD84EE6D5C549","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-scheduler.php","class-ngt-scheduler.php",".php","5135","248B6E5158068B12FF4E57ACA0D6B27BA30610313957F96BB9F1DE70F9CA52BE","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-security.php","class-ngt-security.php",".php","9357","E36BF9CF0C86064B35DBF2FE0D0787698115A4661DD4FC21D39DA928767088CA","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-seeder.php","class-ngt-seeder.php",".php","4015","A4C710A42EE944B044290BA1F1C72090397E9185231CD4D4F294C135CA748090","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-uploader.php","class-ngt-uploader.php",".php","2413","95C5A29DABF81737023C95C9FBA405E177BB6CA65CF2E2E3321C77A71B6A4412","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-verifier.php","class-ngt-verifier.php",".php","7655","D2B8F99C2A0104A91086A6B4156254C9513374D44EDC95645F651185660631B8","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/includes/class-ngt-workflows.php","class-ngt-workflows.php",".php","6433","4ADF4116541DE8004CC410A278C686B6A1AD84D0032559B4388ABE23949ECC15","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/popia-consent-form.php","popia-consent-form.php",".php","650","9A6CE84F36D91A07C7632892BD7D5FFA3B3EA69BA2DE36F56CEE6E31D9EBEE93","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/admin/alerts.php","alerts.php",".php","1780","C896B56B0BEE8851CBB63E24BCF951902D0E16468DD755B3D35ABE6F68254523","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/admin/billing.php","billing.php",".php","3585","F14E077D53F49370DFD6E36715B14D389B6498C61564721288F836C013D6A6C4","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/admin/dashboard.php","dashboard.php",".php","8398","F9893286819BA3D3E22136FD3355346DC60CD2E95327209DB4A1AE8235FA8F37","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/admin/exporter.php","exporter.php",".php","2889","17F795D4F6660A196DE2147ED94269EEFFF1C411CF8FD754B3DA5F40F60AD90F","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/admin/importer.php","importer.php",".php","2758","36AB212F76E2A7C7CD395BAD962A835B034EE0DCAC9E03DE967CD3720ADFD444","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/admin/logs.php","logs.php",".php","2397","5523F944322FBF71FC13E99147D5F54E3CC84A72960622C65A8D403343D04D3F","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/admin/seeder.php","seeder.php",".php","2486","237227DB3FC127A71A4E86CA7302B15EEB2DAD3A89EDD1FF0F51AE1474F0EBFE","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/admin/settings.php","settings.php",".php","4120","EB97F1F85AD351E8F21B82D858AA15E22BBFADBD5261F6C0260EFF302690D3EC","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/admin/verification.php","verification.php",".php","2683","C6B24C112D768FF396E7F4F85F669C892C250AE61CD140459226B584FA9C751C","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/templates/admin/workflows.php","workflows.php",".php","6457","03BCF5B1DE18225A1A21A2C7FD001D8ACD6B5856F16B813C81FE7CF12EAF094E","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/tests/bootstrap.php","bootstrap.php",".php","2931","A7CC1DCC1B9A4EF92E6E387863FEA3BA8CC8D02FA095A3B5919AB9D23AF615F8","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/tests/execute_tests.php","execute_tests.php",".php","3092","971F06C16B886D3B72383E29E74181EFD0CF72B6DF5417815B7B37F0FD9B4E13","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/tests/ImporterTest.php","ImporterTest.php",".php","923","E1EFA91C510D1D59E83CF0DD760000164F37F416EF10685614741DE375DFB0E6","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/tests/LoggerTest.php","LoggerTest.php",".php","695","545834CB7293133EE6BF9C8E147579F4B1C3C8FC6B6BDBF73F7852CBD31DA03F","True"
"_extracted/nextgen-tutors-core-ready/nextgen-tutors-core/tests/SecurityTest.php","SecurityTest.php",".php","1174","0CCDDADA743E7D1FD801267DCF0DCDE66B79A70BA5E26F35EB69A930243055F6","True"
"_extracted/nextgen-tutors-importer/nextgen-tutors-importer.php","nextgen-tutors-importer.php",".php","14131","6968455A6D11FADAAA409C3105DDC91E0471829CF5D553E76C6ADDAE3EEC883E","True"
